Id,Level,Word,Type,Turkish,English Meaning,English Example
216,B1-B2,actual ,adj," gerçek, asıl",related to or characteristic of 'actu'.,The summary is sufficiently actual for a board-level discussion.
217,B1-B2,adapt ,v, uyum sağlamak,to adapt: to perform the action of 'adapt'.,"She has been trying to adapt the report, but unexpected issues kept coming up."
218,B1-B2,addiction ,n, bağımlılık,the act or process of 'addic'‑ing; or the result of it.,"Due to the addiction, the team had to revise the timeline, which affected several groups."
219,B1-B2,additional ,adj," ilave , ek",related to or characteristic of 'addition'.,The summary is sufficiently additional for a board-level discussion.
220,B1-B2,additionally ,adv, ayrıca,in a 'additional' manner; to a 'additional' degree.,"They communicated additionally, which prevented a serious misunderstanding."
221,B1-B2,address ,v," hitap etmek; (bir sorunla) ilgilenmek, değinmek",to address: to perform the action of 'address'.,"If you address consistently, you’ll see measurable progress within a few weeks."
222,B1-B2,adequate ,adj, yeterli,describing someone or something as 'adequate'.,"Although the plan looked adequate at first, it turned out to be highly effective."
223,B1-B2,adequately ,adv, yeteri derecede,in a 'adequate' manner; to a 'adequate' degree.,"They communicated adequately, which prevented a serious misunderstanding."
224,B1-B2,adjust ,v," ayarlamak, uydurmak",to adjust: to perform the action of 'adjust'.,"Rather than adjust immediately, they compared the alternatives thoroughly."
225,B1-B2,administration ,n, yönetim,the act or process of 'administr'‑ing; or the result of it.,His explanation clarified what the administration actually involves in practice.
226,B1-B2,adopt ,v," benimsemek, evlat edinmek",to adopt: to perform the action of 'adopt'.,"She has been trying to adopt the report, but unexpected issues kept coming up."
227,B1-B2,advance ,adj, önceden olan,describing someone or something as 'advance'.,"To remain advance under pressure, you need clear priorities and regular breaks."
228,B1-B2,advance ,n, ilerleme,advance: a countable or uncountable noun depending on context.,"Without adequate advance, the entire plan could have fallen apart."
229,B1-B2,advance ,v," ilerlemek, gelişmek",to advance: to perform the action of 'advance'.,We were advised to advance carefully so we wouldn’t overlook any detail.
230,B1-B2,affair ,n," iş, ilişki",affair: a countable or uncountable noun depending on context.,His explanation clarified what the affair actually involves in practice.
231,B1-B2,affordable ,adj," satın alınılabilir, makul fiyatlı",able to be 'afford'‑ed; capable or suitable.,"Although the plan looked affordable at first, it turned out to be highly effective."
232,B1-B2,afterwards ,adv," sonraları, daha sonrasında",in a manner related to 'afterwards'.,"If you proceed afterwards, the risk will be minimal and easier to manage."
233,B1-B2,agency ,n," acente, kurum",agency: a countable or uncountable noun depending on context.,"The agency played a crucial role in the outcome, though few noticed it at first."
234,B1-B2,agenda ,n," gündem, ajanda",agenda: a countable or uncountable noun depending on context.,"Due to the agenda, the team had to revise the timeline, which affected several groups."
235,B1-B2,aggressive ,adj," sinirli, agresif",having a tendency or function to 'aggress'.,The summary is sufficiently aggressive for a board-level discussion.
236,B1-B2,agriculture ,n, tarım,agriculture: a countable or uncountable noun depending on context.,"Due to the agriculture, the team had to revise the timeline, which affected several groups."
237,B1-B2,AIDS ,n, aids,AIDS: a countable or uncountable noun depending on context.,His explanation clarified what the AIDS actually involves in practice.
238,B1-B2,aid ,v, yardım,to aid: to perform the action of 'aid'.,"She has been trying to aid the report, but unexpected issues kept coming up."
239,B1-B2,aid ,n, yardım etmek,aid: a countable or uncountable noun depending on context.,"Without adequate aid, the entire plan could have fallen apart."
240,B1-B2,aircraft ,n, uçak,aircraft: a countable or uncountable noun depending on context.,"The aircraft played a crucial role in the outcome, though few noticed it at first."
241,B1-B2,alarm ,v," telaşa düşürmek, alarm",to alarm: to perform the action of 'alarm'.,"Rather than alarm immediately, they compared the alternatives thoroughly."
242,B1-B2,alien ,n, yabancı uyruklu kimse,alien: a countable or uncountable noun depending on context.,His explanation clarified what the alien actually involves in practice.
243,B1-B2,alongside ,prep," yanında, ile yan yana","a preposition expressing relation in time, place, direction, or manner.","We discussed it at length, alongside reaching a final decision."
244,B1-B2,alter ,v, değiştirmek,to alter: to perform the action of 'alter'.,"If you alter consistently, you’ll see measurable progress within a few weeks."
245,B1-B2,altogether ,adv," tümüyle, hep beraber",in a manner related to 'altogether'.,"She handled the situation altogether, even though the deadline was tight."
246,B1-B2,ambulance ,n, ambulans,ambulance: a countable or uncountable noun depending on context.,"Without adequate ambulance, the entire plan could have fallen apart."
247,B1-B2,amount ,v," toplama ulaşmak, sonuca varmak",to amount: to perform the action of 'amount'.,"She has been trying to amount the report, but unexpected issues kept coming up."
248,B1-B2,amusing ,adj," eğlenceli, zevkli",describing someone or something as 'amusing'.,The summary is sufficiently amusing for a board-level discussion.
249,B1-B2,analyst ,n, analist,analyst: a countable or uncountable noun depending on context.,"Due to the analyst, the team had to revise the timeline, which affected several groups."
250,B1-B2,ancestor ,n," ata, cet",a person or thing that 'ancest'‑s.,"Without adequate ancestor, the entire plan could have fallen apart."
251,B1-B2,anger ,n, öfke,a person or thing that 'ang'‑s.,His explanation clarified what the anger actually involves in practice.
252,B1-B2,angle ,n, açı,angle: a countable or uncountable noun depending on context.,"The angle played a crucial role in the outcome, though few noticed it at first."
253,B1-B2,animation ,n," animasyon, canlılık",the act or process of 'anim'‑ing; or the result of it.,"Without adequate animation, the entire plan could have fallen apart."
254,B1-B2,anniversary ,n, yıl dönümü,anniversary: a countable or uncountable noun depending on context.,"Without adequate anniversary, the entire plan could have fallen apart."
255,B1-B2,annual ,adj, yıllık,related to or characteristic of 'annu'.,The summary is sufficiently annual for a board-level discussion.
256,B1-B2,annually ,adv, yıllık olarak,in a 'annual' manner; to a 'annual' degree.,"She handled the situation annually, even though the deadline was tight."
257,C1,anticipate ,v," beklemek, ummak",to anticipate: to perform the action of 'anticipate'.,"She has been trying to anticipate the report, but unexpected issues kept coming up."
258,B1-B2,anxiety ,n," kaygı, endişe",the quality or state of being 'anxie'.,"Due to the anxiety, the team had to revise the timeline, which affected several groups."
259,B1-B2,anxious ,adj," kaygılı, sinirli",having the quality of 'anx'.,"Her approach is far more anxious than the previous one, which saves considerable time."
260,B1-B2,apology ,n, özür,the study of 'apo'.,"The apology played a crucial role in the outcome, though few noticed it at first."
261,B1-B2,apparent ,adj," açık, belli",describing someone or something as 'apparent'.,"Her approach is far more apparent than the previous one, which saves considerable time."
262,B1-B2,apparently ,adv," görünüşte, görünüşe bakılırsa",in a 'apparent' manner; to a 'apparent' degree.,The system now runs apparently after the latest patch.
263,B1-B2,appeal ,n," çekicilik; çağrı, talep",appeal: a countable or uncountable noun depending on context.,"Due to the appeal, the team had to revise the timeline, which affected several groups."
264,B1-B2,appeal ,v," itiraz, cezbetmek; talep etmek",to appeal: to perform the action of 'appeal'.,"Rather than appeal immediately, they compared the alternatives thoroughly."
265,B1-B2,applicant ,n," aday, başvuran",applicant: a countable or uncountable noun depending on context.,His explanation clarified what the applicant actually involves in practice.
266,B1-B2,approach ,n, yaklaşım,approach: a countable or uncountable noun depending on context.,"Due to the approach, the team had to revise the timeline, which affected several groups."
267,B1-B2,approach ,v, yaklaşmak,to approach: to perform the action of 'approach'.,"She has been trying to approach the report, but unexpected issues kept coming up."
268,B1-B2,appropriate ,adj, uygun,describing someone or something as 'appropriate'.,"Although the plan looked appropriate at first, it turned out to be highly effective."
269,B1-B2,appropriately ,adv, uygun bir şekilde,in a 'appropriate' manner; to a 'appropriate' degree.,"She handled the situation appropriately, even though the deadline was tight."
270,B1-B2,approval ,n, onay,approval: a countable or uncountable noun depending on context.,"The approval played a crucial role in the outcome, though few noticed it at first."
271,B1-B2,approve ,v, onaylamak,to approve: to perform the action of 'approve'.,"She has been trying to approve the report, but unexpected issues kept coming up."
272,B1-B2,arise ,v," ortaya çıkmak, meydana gelmek",to arise: to make or become 'ar'.,"Rather than arise immediately, they compared the alternatives thoroughly."
